SB.spot,ACCESSION,refseq_gene_id,chromosome_number,chromosome_scaffold,stand,strat,end,gene_name,refseq_transcript_id
SB02006B1F05.f1.A,CK310621,100190236,11,NC_045010.1,+,14484155,14490365,POLR2C,NM_001245213.1
SB03016B1F06.f1,DV950218,100190748,6,NC_045005.1,+,22677975,22675750,ATP5MD,NM_001245215.1
SB03010A1F04.f1,DV948118,100190749,4A,NC_045003.1,+,18648365,18645356,GJB1,NM_001245217.1
SB02005A1D06.f1,CK310134,100190238,15,NC_045014.1,+,11206596,11202208,ARPC3,NM_001245219.1
SB03024A2E01.f1.A,DV952869,100190750,14,NC_045013.1,+,5781326,5785568,MED9,NM_001245220.1
SB02046B1E05.f1,CK308447,100190751,15,NC_045014.1,+,10455024,10468958,PPP1CC,NM_001245224.1
SB02043A2H06.f1.M,CK307379,100231780,17,NC_045015.1,+,9584956,9598444,MRRF,NM_001245225.1
SB02012B1E04.f1,CK301501,100190240,2,NC_045000.1,+,92970387,92965116,SEC61B,NM_001245226.1
SB03043B1E04.f1,DV959092,100190496,17,NC_045015.1,+,318997,322096,EDF1,NM_001245227.2
SB02049B2C05.f1,CK309532,100190752,1,NC_044998.1,+,96024065,96025651,TMSB4X,NM_001245228.1
SB02011B1H08.f1,CK312370,100190752,1,NC_044998.1,+,96024065,96025651,TMSB4X,NM_001245228.1
SB02029A2H12.f1.A,CK305576,100190497,2,NC_045000.1,+,26811591,26807513,NDUFA4,NM_001245229.1
SB02009B1E07.f1,CK311571,100190497,2,NC_045000.1,+,26811591,26807513,NDUFA4,NM_001245229.1
SB02030A2A06.f1,CK316398,100190753,1,NC_044998.1,+,26763490,26766191,TPI1,NM_001245230.1
SB02012A1D06.f1,CK301389,100190753,1,NC_044998.1,+,26763490,26766191,TPI1,NM_001245230.1
SB03040B1C04.f1,DV958031,100190754,1,NC_044998.1,+,96397718,96392709,TRAPPC2,NM_001245233.1
SB03013B2A08.f1,DV949328,100189989,23,NC_045021.1,+,2353268,2344668,BSDC1,NM_001245237.1
SB03002A2F01.f1,DV945425,100189989,23,NC_045021.1,+,2353268,2344668,BSDC1,NM_001245237.1
SB03014B1B12.f1,DV949578,100190502,11,NC_045010.1,+,17528276,17525062,HSBP1,NM_001245242.1
SB02043A2C05.f1,CK307365,100190502,11,NC_045010.1,+,17528276,17525062,HSBP1,NM_001245242.1
SB03010B2A12.f1,DV948332,100190758,2,NC_045000.1,+,29325955,29341312,TSPAN13,NM_001245243.2
SB02039B1H02.f1,CK314484,100190503,12,NC_045011.1,+,13745633,13750747,LOC100190503,NM_001245246.1
SB02039B1E05.f1,CK314454,100190503,12,NC_045011.1,+,13745633,13750747,LOC100190503,NM_001245246.1
SB03047A1G07.f1,DV960327,100190504,24,NC_045022.1,+,7180588,7181891,ATP5MG,NM_001245250.1
SB03035A1F07.f1,DV956241,100190760,3,NC_045001.1,+,84932689,84897644,FANCL,NM_001245251.1
SB02025B2G03.f1,CK304937,100190249,1,NC_044998.1,+,26662426,26666049,LOC100190249,NM_001245253.1
SB02012A2C02.f1,CK301466,100190249,1,NC_044998.1,+,26662426,26666049,LOC100190249,NM_001245253.1
SB03042B1E10.f1,DV958760,100189994,1A,NC_044999.1,+,60591742,60572321,CD9,NM_001245256.1
SB03050A1D11.f1,DV961331,100190250,1,NC_044998.1,+,26813129,26813978,C1H12orf57,NM_001245257.1
SB03021A1G08.f1.A,DV951765,100190762,11,NC_045010.1,+,14257003,14259737,PLLP,NM_001245258.1
SB02015B2D08.f1,CK302491,100190762,11,NC_045010.1,-,14257003,14259737,PLLP,NM_001245258.1
SB03034A2D03.f1,DV956014,100189995,5,NC_045004.1,+,19136474,19131963,COMMD9,NM_001245259.1
SB03018B2G10.f1,DV951004,100189995,5,NC_045004.1,+,19136474,19131963,COMMD9,NM_001245259.1
SB010011000A03,CK234660,100190251,5,NC_045004.1,+,2987656,2955219,IMMP1L,NM_001245260.2
SB03034B1C03.f1,DV956061,100190507,6,NC_045005.1,+,20771784,20773368,LOC100190507,NM_001245261.1
SB02010A2A12.f1,CK311908,100190507,6,NC_045005.1,+,20771784,20773368,LOC100190507,NM_001245261.1
SB03028B1H03.f1,DV954193,100189996,21,NC_045019.1,+,7568712,7564003,C21H1orf50,NM_001245262.2
SB03045B1C08.f1,DV959773,100190508,10,NC_045009.1,+,20057779,20051512,AP3S2,NM_001245263.1
SB02034A2A01.f1,CK306454,100189997,10,NC_045009.1,+,451237,443943,WDR61,NM_001245264.2
SB02008B2G05.f1,CK311415,100189997,10,NC_045009.1,+,451237,443943,WDR61,NM_001245264.2
SB03049A1G01.f1,DV961015,100190253,22,NC_045020.1,+,3532062,3534712,SNRPG,NM_001245265.1
SB03019B2B11.f1,DV951289,100190509,7,NC_045006.1,+,9732892,9753018,ARPC2,NM_001245266.1
SB03004B2B05.f1,DV946254,100189999,5,NC_045004.1,+,37056433,37067259,PSMA6,NM_001245269.1
SB02027B2C09.f1,CK305266,100190511,1,NC_044998.1,+,68731044,68727975,SAP18,NM_001245271.1
SB03036A2D03.f1,DV956561,100190256,8,NC_045007.1,+,8442655,8450938,ATPAF1,NM_001245272.1
SB02049B2D07.f1,CK309553,100190512,21,NC_045019.1,+,6532576,6464691,CAPZB,NM_001245273.1
SB02040B1G11.f1,CK314822,100190001,1A,NC_044999.1,+,67115230,67123125,LOC100190001,NM_001245274.1
SB03051B1B02.f1,DV961826,100190513,7,NC_045006.1,+,22639620,22635488,HSPE1,NM_001245276.2
SB03037B2A08.f1,DV957058,100190259,25,NC_045023.1,+,1766642,1769927,RBM8A,NM_001245281.2
SB02006B2D05.f1,CK310698,100190515,5,NC_045004.1,+,8253103,8249672,FTH1,NM_001245282.1
SB03050A1C10.f1.A,DV961319,100190004,2,NC_045000.1,+,53633203,53605761,RALA,NM_001245283.1
SB02016B1C10.f1,CK302658,100190005,2,NC_045000.1,+,42209196,42205059,RPL14,NM_001245286.1
SB03030A2B11.f1,DV954720,100190261,1,NC_044998.1,+,58148252,58143033,TPT1,NM_001245287.1
SB02006B1F12.f1,CK310628,100190261,1,NC_044998.1,+,58148252,58143033,TPT1,NM_001245287.1
SB03009B2A08.f1,DV947977,100190262,15,NC_045014.1,+,2098148,2093069,DERL3,NM_001245290.2
SB02025B2A04.f1,CK304878,100190007,6,NC_045005.1,+,31920561,31928660,BCCIP,NM_001245291.1
SB02017B1C11.f1,CK303027,100190264,5,NC_045004.1,+,30656260,30663797,EMC7,NM_001245295.1
SB02003A1G08.f2,CK303225,100190009,12,NC_045011.1,+,9674609,9671629,LSM3,NM_001245297.2
SB03049A1E05.f1,DV960996,100190265,5,NC_045004.1,+,13210382,13206317,RPS13,NM_001245298.1
SB03025B1H01.f2,DV953342,100190521,2,NC_045000.1,+,31692938,31686889,TOMM7,NM_001245299.1
SB02045B1D05.f1,CK308103,100190522,1A,NC_044999.1,+,120931,119258,ATP6V1F,NM_001245302.2
SB020002000B06,CK301219,100190267,1,NC_044998.1,+,36454146,36456317,ANKRD49,NM_001245304.1
SB02031B2G08.f1,CK305997,100190523,1,NC_044998.1,+,113366817,113370597,ATP5PO,NM_001245305.1
SB02036A1C06.f1.A,CK312819,100190268,5,NC_045004.1,+,47593798,47600758,GLRX5,NM_001245307.1
SB03046A2G02.f1,DV960069,100190013,5,NC_045004.1,+,8429175,8426442,PPP1CA,NM_001245308.2
SB03036A2A04.f1,DV956530,100190269,28,NC_045026.1,+,4322117,4320283,GADD45B,NM_001245309.1
SB02010A1F06.f1,CK311824,100190269,28,NC_045026.1,-,4322117,4320283,GADD45B,NM_001245309.1
SB02039A1G10.f1,CK314303,100190014,4A,NC_045003.1,+,14522367,14518352,RPS4X,NM_001245311.2
SB010011000E10,CK234669,100190270,5,NC_045004.1,+,45227941,45235842,PSMC1,NM_001245312.2
SB02041A1A07.f1,CK314926,100190526,Un,NULL,+,NULL,NULL,PSMB4,NM_001245313.2
SB02025B1H02.f1,CK304755,100190526,Un,NULL,+,NULL,NULL,PSMB4,NM_001245313.2
SB02004B1D10.f1,CK309847,100190271,23,NC_045021.1,+,4172537,4182810,DNAJC8,NM_001245314.1
SB03016B1D02.f1,DV950194,100190527,25,NC_045023.1,+,2185982,2184879,SNAPIN,NM_001245315.1
SB010019000C05,CK235472,100190527,25,NC_045023.1,+,2185982,2184879,SNAPIN,NM_001245315.1
SB02045A1D07.f1,CK307945,100190528,8,NC_045007.1,+,10251257,10244809,ATP6V0B,NM_001245317.2
SB02019A2A07.f1,CK316682,100190528,8,NC_045007.1,+,10251257,10244809,ATP6V0B,NM_001245317.2
SB02047B2E06.f1.A,CK308873,100190018,9,NC_045008.1,+,2694803,2709993,PLEKHB2,NM_001245320.1
SB02004B1C12.f1,CK309967,100190275,2,NC_045000.1,+,141257699,141261659,NDUFB9,NM_001245324.2
SB02026A1H08.f1,CK315558,100190276,13,NC_045012.1,+,6535449,6537648,NDUFA2,NM_001245326.1
SB02016B2H06.f1,CK302875,100190276,13,NC_045012.1,+,6535449,6537648,NDUFA2,NM_001245326.1
SB02040A2E05.f1,CK314706,100190532,12,NC_045011.1,+,8907597,8906491,JAGN1,NM_001245327.1
SB03040B2E09.f1,DV958145,100190277,18,NC_045016.1,+,8940370,8961450,JPT1,NM_001245329.1
SB02006A1B06.f1,CK310430,100190277,18,NC_045016.1,+,8940370,8961450,JPT1,NM_001245329.1
SB02046A2F10.f1,CK308385,100190022,17,NC_045015.1,+,7023754,6941237,MED27,NM_001245331.2
SB02019B1D01.f1,CK316625,100190022,17,NC_045015.1,+,7023754,6941237,MED27,NM_001245331.2
SB03041A1H04.f1,DV958264,100190278,8,NC_045007.1,+,28018701,28015330,ITPA,NM_001245332.2
SB03026B1B08.f1,DV953581,100190278,8,NC_045007.1,+,28018701,28015330,ITPA,NM_001245332.2
SB010019000F09,CK235633,100190278,8,NC_045007.1,+,28018701,28015330,ITPA,NM_001245332.2
SB03009A2H05.f1,DV947875,100190279,20,NC_045018.1,+,1692716,1698032,DYNLRB1,NM_001245335.1
SB03045B2H09.f1,DV959916,100190280,27,NC_045025.1,+,2156734,2152202,PSME3,NM_001245338.2
SB03035B2C04.f1.A,DV956461,100190280,27,NC_045025.1,+,2156734,2152202,PSME3,NM_001245338.2
SB02020B2C10.f1,CK317145,100190536,14,NC_045013.1,+,7819181,7823724,DCTN5,NM_001245339.1
SB03037A2B02.f1,DV956885,100190281,27,NC_045025.1,+,2242350,2244108,PSMC3IP,NM_001245341.1
SB03032A2D07.f1,DV955391,100190281,27,NC_045025.1,+,2242350,2244108,PSMC3IP,NM_001245341.1
SB02023A2D02.f1,CK304387,100190537,1A,NC_044999.1,+,42646893,42627782,UBE2N,NM_001245342.1
SB010003000A05,CK234191,100190537,1A,NC_044999.1,+,42646893,42627782,UBE2N,NM_001245342.1
SB02030A1E10.f1,CK316240,100190026,19,NC_045017.1,-,6835464,6830489,LOC100190026,NM_001245343.1
SB010004001G09,CK234326,100190026,19,NC_045017.1,-,6835464,6830489,LOC100190026,NM_001245343.1
SB03049A2F03.f1,DV961092,100190027,4A,NC_045003.1,+,8886320,8892403,MCTS1,NM_001245345.1
SB02025B2H12.f1,CK304957,100190027,4A,NC_045003.1,+,8886320,8892403,MCTS1,NM_001245345.1
SB02021B2C05.f1,CK317484,100190283,22,NC_045020.1,+,4224210,4218472,NFU1,NM_001245346.2
SB02034B2B04.f1,CK306652,100190539,17,NC_045015.1,+,2628104,2631492,ATP6V1G1,NM_001245347.1
SB02034B1A07.f1,CK306553,100190028,5,NC_045004.1,+,9109560,9108620,TIMM10,NM_001245348.2
SB02008B2C05.f1,CK311372,100190284,1,NC_044998.1,+,17772679,17767866,RPS3,NM_001245349.1
SB02006B1G03.f1,CK310631,100190540,11,NC_045010.1,+,20251881,20248458,PSMD7,NM_001245350.1
SB02030B1B08.f1,CK316377,100190029,Z,NC_045027.1,+,64222863,64217232,NSA2,NM_001245351.2
SB03028B2F02.f1.A,DV954259,100190285,18,NC_045016.1,+,8821701,8869515,GRB2,NM_001245352.1
SB02027B2C04.f1.A,CK305261,100190286,3,NC_045001.1,+,72812199,72822449,MPC1,NM_001245355.1
SB02031B1D10.f1,CK305884,100190542,6,NC_045005.1,+,2949119,2938783,PPA1,NM_001245356.1
SB02046B1D10.f1,CK308441,100190031,Z,NC_045027.1,+,55017092,55013025,LOC100190031,NM_001245357.1
SB02044A1F05.f1,CK307599,100190544,4A,NC_045003.1,+,4909812,4918861,ITM2A,NM_001245359.2
SB03019A1C11.f1,DV951048,100190546,2,NC_045000.1,+,123862324,123898770,STMN2,NM_001245364.1
SB03021B1F03.f1,DV951928,100190547,9,NC_045008.1,-,1425629,1423810,COPS9,NM_001245367.2
SB02028B2F06.f1,CK316152,100190547,9,NC_045008.1,+,1425629,1423810,COPS9,NM_001245367.2
SB03007B2B05.f1,DV947303,100190548,14,NC_045013.1,+,5320204,5312155,PDAP1,NM_001245370.1
SB03038B1G02.f1,DV957385,100190037,25,NC_045023.1,+,1576425,1582393,MRPL9,NM_001245371.1
SB02016A1C03.f1,CK302563,100190037,25,NC_045023.1,-,1576425,1582393,MRPL9,NM_001245371.1
SB02014B1F11.f1,CK302072,100190293,3,NC_045001.1,+,80761621,80739464,MRPS18A,NM_001245372.1
SB03046A1D08.f1,DV959959,100190549,8,NC_045007.1,+,27600930,27592763,PRDX6,NM_001245373.1
SB03039A2H02.f1,DV957659,100190549,8,NC_045007.1,+,27600930,27592763,PRDX6,NM_001245373.1
SB010016000D11,CK235094,100190038,1,NC_044998.1,+,39616514,39600062,DCUN1D5,NM_001245374.1
SB02039B1E06.f1,CK314455,100190294,22,NC_045020.1,+,652809,654771,LSM1,NM_001245375.1
SB03001B2C01.f1,DV945224,100190550,18,NC_045016.1,+,1450497,1452025,RPL38,NM_001245376.1
SB02020B1C11.f1,CK317015,100190550,18,NC_045016.1,+,1450497,1452025,RPL38,NM_001245376.1
SB02023B1C05.f1,CK304332,100190039,11,NC_045010.1,+,19625894,19629035,TRAPPC2L,NM_001245377.2
SB03004B2B08.f1,DV946257,100190295,12,NC_045011.1,+,16084869,16080202,MANF,NM_001245378.2
SB02018B2A07.f1,CK303821,100190296,20,NC_045018.1,+,14014946,14020422,DPM1,NM_001245380.1
SB02009B1D09.f1,CK311563,100190552,Z,NC_045027.1,+,29715955,29718716,LSM5,NM_001245381.1
SB03020B2C07.f1.A,DV951629,100190041,10,NC_045009.1,+,19063668,19066527,C10H15orf61,NM_001245382.1
SB02014B2F07.f1,CK302153,100190297,11,NC_045010.1,+,5045284,5040253,PDCD5,NM_001245383.1
SB02012B2E08.f1,CK301630,100190553,Z,NC_045027.1,+,24962480,24967014,SRP19,NM_001245384.1
SB03008B1A11.f1,DV947542,100190042,1A,NC_044999.1,+,42655006,42661905,MRPL42,NM_001245385.1
SB03018B1F07.f1,DV950902,100190554,Z,NC_045027.1,+,26930924,26939368,PPIC,NM_001245386.1
SB03008A1G07.f1,DV947445,100190043,27,NC_045025.1,+,1873506,1871436,DAD1,NM_001245387.2
SB020001000B12,CK301316,100190044,15,NC_045014.1,+,3209171,3194898,RNF185,NM_001245390.1
SB03047A1B09.f1.A,DV960275,100190556,1A,NC_044999.1,+,45482768,45476801,ARL1,NM_001245392.1
SB03032A1G06.f1,DV955341,100190558,Z,NC_045027.1,+,27028560,26940899,SNX24,NM_001245398.1
SB03003A1D05.f1,DV945668,100190558,Z,NC_045027.1,+,27028560,26940899,SNX24,NM_001245398.1
SB02006B1D02.f1,CK310538,100190558,Z,NC_045027.1,+,27028560,26940899,SNX24,NM_001245398.1
SB02003B2A06.f1,CK309685,100190303,3,NC_045001.1,+,111149683,111156252,EIF4A3,NM_001245399.1
SB03031A2D10.f1,DV955065,100190559,Z,NC_045027.1,-,77765798,77767447,RPS23,NM_001245400.1
SB03002B2D09.f1,DV945585,100190559,Z,NC_045027.1,+,77765798,77767447,RPS23,NM_001245400.1
SB02047B1E03.f1,CK308785,100190559,Z,NC_045027.1,+,77765798,77767447,RPS23,NM_001245400.1
SB02046B2C08.f1,CK308519,100190559,Z,NC_045027.1,+,77765798,77767447,RPS23,NM_001245400.1
SB02010B1E06.f1,CK311896,100190048,7,NC_045006.1,+,16576967,16606654,MTX2,NM_001245401.1
SB03029A2B06.f1.A,DV954391,100190049,27,NC_045025.1,+,3770607,3769165,HEXIM1,NM_001245403.1
SB03049A2G03.f1,DV961103,100190306,4,NC_045002.1,+,25830413,25846087,OCIAD1,NM_001245407.1
SB02040B2A02.f1,CK314836,100190051,13,NC_045012.1,+,16182323,16177666,BNIP1,NM_001245409.1
SB03014A2E11.f1,DV949532,100190052,17,NC_045015.1,-,337988,336373,PHPT1,NM_001245411.1
SB02017B2D03.f1.A,CK303156,100190052,17,NC_045015.1,+,337988,336373,PHPT1,NM_001245411.1
SB010003000E10,CK234233,100190052,17,NC_045015.1,-,337988,336373,PHPT1,NM_001245411.1
SB02023A2A01.f1,CK304478,100190308,19,NC_045017.1,+,5211627,5208725,MRPS17,NM_001245412.1
SB03010A1C04.f1,DV948086,100190564,1,NC_044998.1,+,106889573,106885950,RPL8,NM_001245413.1
SB02012B1C07.f1.A,CK301480,100190053,18,NC_045016.1,+,2337959,2333852,ALYREF,NM_001245414.1
SB02014A1H05.f2.A,CK303452,100190309,20,NC_045018.1,+,6592476,6590767,TP53RK,NM_001245415.2
SB03029A1E03.f1,DV954335,100190055,Un,NULL,+,NULL,NULL,PGLS,NM_001245418.1
SB03020B2G09.f1,DV951672,100190055,Un,NULL,+,NULL,NULL,PGLS,NM_001245418.1
SB03014A2E08.f1,DV949529,100190055,Un,NULL,+,NULL,NULL,PGLS,NM_001245418.1
SB02033B1H08.f1,CK306278,100190311,19,NC_045017.1,+,5914923,5896685,YWHAG,NM_001245419.1
SB02011B2F04.f1,CK312428,100190567,8,NC_045007.1,+,5434551,5436937,MAGOH,NM_001245420.1
SB02005A1G05.f1,CK310152,100190056,1A,NC_044999.1,+,37766575,37770165,RPS16,NM_001245421.1
SB02040A2G06.f1,CK314729,100190568,6,NC_045005.1,+,14754872,14752412,CHCHD1,NM_001245422.1
SB03050A2E02.f1,DV961420,100190057,3,NC_045001.1,+,59588000,59582969,DYNLT1,NM_001245423.1
SB02017A2A03.f1,CK302984,100190057,3,NC_045001.1,+,59588000,59582969,DYNLT1,NM_001245423.1
SB03045B2B11.f1,DV959854,100190313,13,NC_045012.1,+,3731431,3727112,NUDCD2,NM_001245424.1
SB03033B2C11.f1.A,DV955863,100190058,21,NC_045019.1,+,6456643,6447498,AKR7A2,NM_001245425.1
SB03016A1H09.f1,DV950071,100190570,23,NC_045021.1,+,3206216,3209527,TMEM50A,NM_001245426.1
SB02015A1F09.f1,CK302242,100190570,23,NC_045021.1,+,3206216,3209527,TMEM50A,NM_001245426.1
SB010010000H02,CK234649,100190570,23,NC_045021.1,+,3206216,3209527,TMEM50A,NM_001245426.1
SB02039B2C06.f1,CK314517,100190315,13,NC_045012.1,+,14905845,14921187,CPLX2,NM_001245428.2
SB03002B1C03.f1,DV945482,100190571,17,NC_045015.1,+,7499778,7502697,SURF2,NM_001245429.1
SB03051A1C01.f1,DV961660,100190572,2,NC_045000.1,+,38123324,38128814,RPL15,NM_001245432.1
SB03017A2G12.f1,DV950492,100190061,14,NC_045013.1,+,7182269,7175637,NTHL1,NM_001245433.1
SB03007B1F06.f1,DV947260,100190573,9,NC_045008.1,+,23966986,23946862,LOC100190573,NM_001245435.1
SB02043A2H01.f1,CK307374,100190573,9,NC_045008.1,+,23966986,23946862,LOC100190573,NM_001245435.1
SB02048A2B07.f1,CK309015,100190062,Un,NULL,+,NULL,NULL,NOP10,NM_001245436.2
SB010014000D09,CK234942,100190062,Un,NULL,+,NULL,NULL,NOP10,NM_001245436.2
SB010003000B12,CK234206,100190062,Un,NULL,+,NULL,NULL,NOP10,NM_001245436.2
SB03049A2C06.f1,DV961062,100190063,10,NC_045009.1,+,19775580,19772801,CIAO2A,NM_001245437.1
SB03040A1E02.f1,DV957886,100190063,10,NC_045009.1,+,19775580,19772801,CIAO2A,NM_001245437.1
SB03004B1G08.f1,DV946224,100190063,10,NC_045009.1,+,19775580,19772801,CIAO2A,NM_001245437.1
SB02034B2E04.f1,CK306682,100190063,10,NC_045009.1,+,19775580,19772801,CIAO2A,NM_001245437.1
SB03014A1B06.f1.A,DV949428,100190319,1,NC_044998.1,+,114243497,114241767,TAF10,NM_001245438.2
SB03027A1A09.f1.A,DV953724,100190320,27,NC_045025.1,+,2119124,2121426,PTGES3L,NM_001245440.1
SB010003000H07,CK234261,100190576,12,NC_045011.1,+,14902211,14905522,SPCS1,NM_001245441.1
SB03031A2C08.f1,DV955052,100190065,4,NC_045002.1,+,11437362,11443503,GRPEL1,NM_001245442.1
SB03044A2A01.f1,DV959312,100190577,22,NC_045020.1,+,4012167,4008792,PCNA,NM_001245444.1
SB02008B2B11.f1,CK311367,100190066,1A,NC_044999.1,+,67721786,67733438,ATP6V1E1,NM_001245445.1
SB02034A1F12.f1.A,CK306431,100190322,1A,NC_044999.1,+,66401658,66394971,MGST1,NM_001245446.2
SB02026B1G02.f1,CK315699,100190067,2,NC_045000.1,+,43999612,44004226,RPSA,NM_001245448.2
SB03043A2G07.f1,DV959031,100190579,1A,NC_044999.1,+,56646954,56642414,SSBP1,NM_001245450.1
SB02004A1F06.f1,CK309815,100190324,2,NC_045000.1,+,15640792,15636140,BAMBI,NM_001245452.1
SB02022A1B07.f1,CK303919,100190580,15,NC_045014.1,+,10874999,10871013,TMEM120B,NM_001245453.1
SB03022B1G04.f1,DV952289,100190069,25,NC_045023.1,+,1544422,1540811,PFDN2,NM_001245454.1
SB03008B2G09.f1,DV947691,100190325,14,NC_045013.1,+,13455363,13454483,LOC100190325,NM_001245455.1
SB02037A1C09.f1,CK313178,100190325,14,NC_045013.1,+,13455363,13454483,LOC100190325,NM_001245455.1
SB02004B2A07.f1,CK310013,100190581,1A,NC_044999.1,+,36281212,36272515,CSRP2,NM_001245456.1
SB03017A1D12.f1,DV950377,100190071,7,NC_045006.1,+,27605960,27603485,S100B,NM_001245460.1
SB03036B2G07.f1,DV956771,100190327,1A,NC_044999.1,-,70610926,70599672,CREBL2,NM_001245461.1
SB02040A1G11.f1,CK314651,100190736,Un,NULL,+,NULL,NULL,PPIA,NM_001245462.1
SB02040A1A05.f1,CK314581,100190736,Un,NULL,+,NULL,NULL,PPIA,NM_001245462.1
SB02029A1G01.f1,CK305398,100190736,Un,NULL,+,NULL,NULL,PPIA,NM_001245462.1
SB02004B2F02.f1.A,CK310090,100190328,2,NC_045000.1,+,51702011,51640066,VOPP1,NM_001245463.1
SB03001A2H03.f1,DV945108,100190584,5,NC_045004.1,+,8801706,8787695,DNAJC17,NM_001245464.1
SB02031A1C10.f1,CK305677,100190584,5,NC_045004.1,+,8801706,8787695,DNAJC17,NM_001245464.1
SB02049A2A03.f1,CK309355,100190073,28,NC_045026.1,+,429364,427668,RPL36,NM_001245465.1
SB03011B2A09.f1,DV948668,100190329,9,NC_045008.1,+,641580,634428,MRPS22,NM_001245466.2
SB02006B1G07.f1,CK310635,100190585,1,NC_044998.1,+,114100990,114099478,LOC100190585,NM_001245467.1
SB02048A1B08.f1,CK308931,100190330,3,NC_045001.1,+,55376813,55384519,SOD2,NM_001245469.2
SB02015A1C12.f1,CK302212,100190586,1,NC_044998.1,+,18183917,18144454,RAB6A,NM_001245470.1
SB02034A1C08.f1,CK306394,100190331,10,NC_045009.1,+,19814017,19806850,EIF3J,NM_001245471.1
SB02003B1A01.f1,CK309594,100190331,10,NC_045009.1,+,19814017,19806850,EIF3J,NM_001245471.1
SB03038A1H07.f1,DV957218,100190587,14,NC_045013.1,+,176216,182414,NSMCE1,NM_001245472.1
SB02036A2F07.f1,CK312966,100190332,21,NC_045019.1,+,1629148,1626395,MRPL20,NM_001245473.1
SB03032B1D12.f1,DV955467,105758926,28,NC_045026.1,+,780222,779718,RPS28,NM_001245474.1
SB02041A1H02.f1,CK314968,100190077,21,NC_045019.1,+,1429342,1426858,CORT,NM_001245475.1
SB010012000B06,CK234727,100190333,1A,NC_044999.1,+,47338688,47291889,CCDC134,NM_001245476.1
SB02042A2D06.f1,CK306988,100190589,20,NC_045018.1,+,8084013,8077571,NSFL1C,NM_001245477.1
SB02020A1B01.f1,CK316883,100190078,17,NC_045015.1,-,1329680,1330203,CDC26,NM_001245478.1
SB02009A1A11.f1,CK311444,100190590,15,NC_045014.1,+,4077374,4074569,PEBP1,NM_001245480.1
SB020001000H04,CK301376,100190590,15,NC_045014.1,+,4077374,4074569,PEBP1,NM_001245480.1
SB03033B1C06.f1,DV955773,100190591,24,NC_045022.1,+,1912363,1918082,NRGN,NM_001245483.1
SB03023B2A10.f1.A,DV952663,100190591,24,NC_045022.1,+,1912363,1918082,NRGN,NM_001245483.1
SB03031B1G09.f1,DV955188,100190080,28,NC_045026.1,+,4196140,4198701,RPS15,NM_001245484.1
SB03021A1F03.f1,DV951748,100190336,23,NC_045021.1,+,5562635,5576268,LOC100190336,NM_001245485.1
SB02027B1G05.f1,CK305130,100190336,23,NC_045021.1,+,5562635,5576268,LOC100190336,NM_001245485.1
SB010012000C07,CK234737,100190592,4,NC_045002.1,+,44743756,44741213,LOC100190592,NM_001245486.1
SB03031B1D01.f1,DV955147,100190081,26,NC_045024.1,+,1335079,1330561,LHFPL5,NM_001245487.1
SB02008B1G08.f1,CK311309,100190082,2,NC_045000.1,+,93591951,93585616,ACOT13,NM_001245490.1
SB03020A1F09.f1,DV951415,100225188,19,NC_045017.1,+,106910,109117,TXNDC17,NM_001245492.1
SB03014A2G03.f1,DV949544,100225188,19,NC_045017.1,+,106910,109117,TXNDC17,NM_001245492.1
SB03011A2B09.f1,DV948503,100225188,19,NC_045017.1,+,106910,109117,TXNDC17,NM_001245492.1
SB02013B1F09.f1,CK301825,100225188,19,NC_045017.1,+,106910,109117,TXNDC17,NM_001245492.1
SB02035A2H03.f1,CK312639,100190339,9,NC_045008.1,-,18780345,18775924,NDUFB5,NM_001245493.2
SB03030B1G11.f1,DV954849,100190084,1A,NC_044999.1,+,21058242,21035607,LOC100190084,NM_001245495.1
SB03012A1B03.f1,DV948761,100190084,1A,NC_044999.1,+,21058242,21035607,LOC100190084,NM_001245495.1
SB02005B1C05.f1,CK310228,100190085,3,NC_045001.1,+,43306303,43289031,SNX3,NM_001245497.2
SB02049B1F09.f1,CK309449,100190597,15,NC_045014.1,+,296902,288982,DGCR6L,NM_001245499.1
SB02030A2F07.f1,CK316340,100190086,2,NC_045000.1,+,127536602,127552482,DECR1,NM_001245500.1
SB010002000G11.A,CK234174,100190598,7,NC_045006.1,+,14098693,14128492,SSB,NM_001245501.1
SB02048A1H07.f1,CK308992,100190599,3,NC_045001.1,+,99437042,99442979,TATDN3,NM_001245504.1
SB02034B1E04.f1,CK306596,100190600,26,NC_045024.1,+,4978492,4976788,LYZ,NM_001245506.1
SB03005A2F12.f1.A,DV946469,100190089,21,NC_045019.1,+,4979236,4975522,PPCS,NM_001245507.1
SB02029B2C03.f1,CK305631,100190345,5,NC_045004.1,+,59584691,59568717,RTRAF,NM_001245508.1
